id;name;publisher;region;languages;group;imagesize;serial;titleid;imgcrc;filename;releasename;trimmedsize;firmware;type;card
1817;The LEGO Movie Videogame;Warner Bros Games;SPA;en,fr,it,es,nl,da;PUSSYCAT;4096;CTR-AFJS;0004000000102200;922A4805;cat-afjs;The_LEGO_Movie_Videogame_EUR_SPANISH_MULTi6_3DS-PUSSYCAT;464740352;620E;1;1
1818;The Legend of Zelda - Ocarina of Time 3D ;Nintendo;USA;en,fr,es;BigBlueBox;4096;CTR-AQEE;0004000000033500;D8FEF92D;bbb-p-aqee-1;TheLegendofZeldaOcarinaofTime3Dv01USA3DS-BigBlueBox;508766720;430U;1;1
1819;Citizens of Earth v11;Atlus;USA;en,fr,es;CONTRAST;16384;CTR-JUYE;000400000012C100;2C328581;ctr-juye-v1;CitizensofEarthv11USAeShop3DS-CONTRAST;1183576064;700U;4;1
1820;Phoenix Wright - Ace Attorney Trilogy;Capcom;USA;en;CONTRAST;4096;CTR-BHDE;0004000000138F00;FDE837EA;ctr-bhde;PhoenixWrightAceAttorneyTrilogyUSAeShop3DS-CONTRAST;385191936;510U;4;1
1821;Weapon Shop de Omasse;Nintendo;USA;en;CONTRAST;1024;CTR-JBKE;0004000000115100;BEBC9C44;ctr-jbke;WeaponShopdeOmasseUSAeShop3DS-CONTRAST;127856640;300U;4;1
1822;Gekidou! Arbeiter Koji;Office Create;JPN;ja;Caravan;1024;CTR-KAKJ;000400000016FC00;10C09857;cvn-gakesp;Gekidou_Arbeiter_Koji_JPN_eShop_3DS-Caravan;27783168;720J;4;1
1823;Ice Age 4 - Continental Drift - Arctic Games;Activision;ITA;it;PUSSYCAT;8192;CTR-AQLI;0004000000097A00;CAFD83CB;cat-aqli;Ice_Age_Continental_Drift_EUR_ITALIAN_3DS-PUSSYCAT;621830144;300E;1;1
1824;Nintendogs + Cats - French Bulldog and New Friends ;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;CONTRAST;4096;CTR-ADBP;0004000000031100;6EA82630;ctr-adbp-v1;NintendogsplusCatsFrenchBulldogandNewFriendsv01EUR3DS-CONTRAST;482483712;110E;1;1
1825;Nintendogs + Cats - Golden Retriever and New Friends;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;CONTRAST;4096;CTR-ADAP;0004000000031100;BE711BE9;ctr-adap-v0;NintendogsplusCatsGoldenRetrieverandNewFriendsv00EUR3DS-CONTRAST;482479616;100E;1;1
1826;Nintendogs + Cats - Golden Retriever and New Friends ;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;PUSSYCAT;4096;CTR-ADAP;0004000000031100;4E8F04FF;cat-adap;Nintendogs_Plus_Cats_Golden_Retriever_And_New_Friends_v12_EUR_MULTi8_3DS-PUSSYCAT;516279808;450E;1;1
1827;Super Mario 3D Land ;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;PUSSYCAT;4096;CTR-AREP;0004000000053F00;C8001187;cat-arep;Super_Mario_3D_Land_v12_EUR_MULTi8_3DS-PUSSYCAT;340284928;430E;1;1
1828;Angry Birds Trilogy;Activision;EUR;en,fr,de,it,es;CONTRAST;2048;CTR-ANGP;00040000000AF400;4B8A8D5B;ctr-angp;AngryBirdsTrilogyv00EUR3DS-CONTRAST;248898048;410E;1;1
1829;Downtown Nekketsu Jidaigeki;Arc System Works;JPN;ja;HR;2048;CTR-BNJJ;000400000015E600;B0D5FDAB;hr-jidaigeki;Downtown_Nekketsu_Jidaigeki_JPN_3DS-HR;239681536;940J;1;1
1830;Fossil Fighters - Frontier;Nintendo;GER;en,fr,de,it,es;PUSSYCAT;16384;CTR-AHRD;0004000000145400;3E8185E2;cat-ahrd;Fossil_Fighters_Frontier_EUR_MULTi5_3DS-PUSSYCAT;1608183808;810E;1;1
1831;Pilotwings Resort ;Nintendo;EUR;en,fr,de,it,es;CONTRAST;1024;CTR-AWAP;0004000000031D00;3F9A67F1;ctr-awap-v1;PilotwingsResortv01EUR3DS-CONTRAST;102990336;110E;1;1
1832;Lord of Magna - Maiden Heaven;Xseed Games;USA;en;VENOM;16384;CTR-BKKE;0004000000164300;C615B241;v-lommh;Lord_of_Magna_Maiden_Heaven_3DS-VENOM;1352249344;940U;1;1
1833;Puzzle and Dragons Z + Puzzle and Dragons - Super Mario Bros Edition;Nintendo;USA;en;ABSTRAKT;8192;CTR-AZGE;0004000000137700;8288D02D;as-pdzmb;Puzzle_and_Dragons_Z_plus_Puzzle_and_Dragons_Super_Mario_Bros_Edition_USA_3DS-ABSTRAKT;981569536;950U;1;1
1834;Dr Mario Gyakuten! Tokkouyaku and Saikin Bokumetsu;Nintendo;WLD;ja;Caravan;1024;CTR-AX8A;000400000013BB00;3640B3DA;cvn-dmgesp;Dr_Mario_Gyakuten_Tokkouyaku_and_Saikin_bokumetsu_JPN_eShop_3DS-Caravan;64126976;900J;4;1
1835;Killca Drive;A+ Games;JPN;ja;Caravan;2048;CTR-KLKJ;000400000015DF00;C9158F72;cvn-kldesp;Killca_Drive_JPN_eShop_3DS-Caravan;147677184;720J;4;1
1836;Tobidasu! Nyanko Daisensou;Ponos;JPN;ja;Caravan;4096;CTR-KNSJ;000400000015DA00;11404BF0;cvn-tndesp;Tobidasu_Nyanko_Daisensou_JPN_eShop_3DS-Caravan;288362496;900J;4;1
1837;Nintendogs + Cats - Toy Poodle and New Friends ;Nintendo;JPN;ja;HR;4096;CTR-ADCJ;0004000000031500;5EEF9B5D;hr-nindogtpv1;Nintendogs_Plus_Cats_Toy_Poodle_and_New_Friends_v01_JPN_3DS-HR;499674624;450J;1;1
1838;Tribe Cool Crew - The G@me;Bandai Namco Games;JPN;ja;HR;2048;CTR-BQRJ;000400000015EA00;B4914A51;hr-tribe;Tribe_Cool_Crew_JPN_3DS-HR;199970816;940J;1;1
1839;Hatsune Miku - Project Mirai Deluxe;SEGA;JPN;ja;HR;32768;CTR-BRXJ;000400000014A800;E03E51B1;hr-miraidx;Hatsune_Miku_Project_Mirai_Deluxe_JPN_3DS-HR;2354024448;940J;1;1
1840;Nintendogs + Cats - Toy Poodle and New Friends ;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;PUSSYCAT;4096;CTR-ADCP;0004000000031600;240955C5;cat-adcp;Nintendogs_Plus_Cats_Toy_Poodle_And_New_Friends_v12_EUR_MULTi8_3DS-PUSSYCAT;516275712;450E;1;1
1841;Tetsudou Nippon! Rosen Tabi - Ohmi Tetsudou Hen;Sonic Powered;JPN;ja;HR;16384;CTR-ATJJ;0004000000164F00;1A48EA0C;hr-ohmi;Tetsudou_Nippon_Rosen_Tabi_Ohmi_Tetsudou_Hen_JPN_3DS-HR;1597427712;940J;1;1
1842;Pokemon Battle Trozei;Nintendo;WLD;ja;Caravan;1024;CTR-JR8A;000400000011C600;C71A6F9B;cvn-trozei;Pokemon_Battle_Trozei_JPN_eShop_3DS-Caravan;50405376;510J;4;1
1843;Stella Glow;SEGA;JPN;ja;HR;16384;CTR-BS3J;0004000000144500;8538D3BC;hr-steglo;Stella_Glow_JPN_3DS-HR;1736531968;940J;1;1
1844;Shin Rorona no Atelier Hajimari no Monogatari - Arland no Renkinjutsushi;Gust;JPN;ja;HR;16384;CTR-BRAJ;000400000015CB00;6B4BBB0C;hr-rorona;Shin_Rorona_no_Atelier_Hajimari_no_Monogatari_Arland_no_Renkinjutsushi_JPN_3DS-HR;1632280576;940J;1;1
1845;Rhythm Tengoku - The Best Plus;Nintendo;JPN;ja;Caravan;4096;CTR-BPJJ;0004000000155A00;0C4C488E;cvn-rttbp;Rhythm_Tengoku_the_Best_Plus_JPN_3DS-Caravan;459911168;960J;1;1
1846;Loop Line Racing;Rainy Frog;JPN;ja;Caravan;1024;CTR-KPRJ;000400000016A200;DA1EC09E;cvn-llresp;Loop_Line_Racing_JPN_eShop_3DS-Caravan;84688896;720J;4;1
1847;Vampire Sniper;EnjoyUp Games;JPN;ja;Caravan;1024;CTR-JVHJ;0004000000170100;FABFDA0C;cvn-vamsni;Vampire_Sniper_JPN_eShop_3DS-Caravan;57253888;930J;4;1
1848;LEGO Jurassic World;Warner Bros Games;GER;en,fr,de,it,es,nl,da;PUSSYCAT;8192;CTR-BLJZ;0004000000159A00;D8466CB0;cat-bljz;LEGO_Jurassic_World_EUR_GERMAN_MULTi7_3DS-PUSSYCAT;526303232;940E;1;1
1849;Dragon Ball Z - Extreme Butoden;Arc System Works;JPN;ja;HR;4096;CTR-BDVJ;0004000000163C00;66ACFDC0;hr-dbzexbd;Dragon_Ball_Z_Extreme_Butouden_JPN_3DS-HR;361398272;940J;1;1
1850;Wreck-It Ralph;Activision;EUR;en,fr,de,it,es,nl,sv;CONTRAST;2048;CTR-AWRP;0004000000098700;6A2D5203;ctr-awrp;WreckitRalphv00EUR3DS-CONTRAST;257171968;410E;1;1
1851;Denpa Ningen no RPG 3;Genius Sonority;JPN;ja;Kirin;2048;CTR-JDRJ;00040000000EF000;6A6AA48C;kirin-denpa3;Denpa_Ningen_no_RPG_3_JPN_3DSWare_3DS-Kirin;205914112;500J;4;2
1852;LEGO Jurassic World;Warner Bros Games;EUR;en,fr,de,it,es,nl;ABSTRAKT;8192;CTR-BLJP;0004000000159900;FCFF0AAC;abs-ljwo;Lego_Jurassic_World_EUR_3DS-ABSTRAKT;526508032;940E;1;1
1853;LEGO Jurassic World;Warner Bros Games;USA;en,fr,es,pt;ABSTRAKT;8192;CTR-BLJE;000400000015B000;45E6B928;as-ljur;Lego_Jurassic_World_USA_3DS-ABSTRAKT;517791744;940U;1;1
1854;My Zoo - Vet Practice 3D;TREVA Entertainment GmbH;EUR;en,fr,de,nl;PUSSYCAT;1024;CTR-ATXP;0004000000169700;83FFB586;cat-atxp;My_Zoo_Vet_Practice_3D_EUR_MULTi5_3DS-PUSSYCAT;92344320;940E;1;1
1855;PoPoLoCrois - Bokujou Monogatari;Marvelous Inc;JPN;ja;Caravan;16384;CTR-BPPJ;00040000000F3F00;5EF89414;cvn-pbm;Popolocrois_Bokujou_Monogatari_JPN_3DS-Caravan;1208369152;950J;1;1
1856;Cororoke no Mori Poitto;Gamedo,Inc;JPN;ja;Caravan;2048;CTR-KRRJ;0004000000139A00;0F781E10;cvn-gynesp;Cororoke_no_Mori_Poitto_JPN_eShop_3DS-Caravan;140283904;930J;4;2
1857;Gu-nyan;Cosen;JPN;ja;Caravan;1024;CTR-KGNJ;0004000000139F00;BD723B29;cvn-gynesp;Guunyan_JPN_eShop_3DS-Caravan;4648960;720J;4;1
1858;Harvest Moon - The Lost Valley;Rising Star Games;EUR;en,fr,de,es;PUSSYCAT;2048;CTR-AVMP;000400000012BE00;C24E6172;cat-avmp;Harvest_Moon_The_Lost_Valley_EUR_MULTi4_3DS-PUSSYCAT;821735424;940E;1;1
1859;LEGO Jurassic World;Warner Bros Games;FRA;en,fr,de,it,es,nl,da;PUSSYCAT;8192;CTR-BLJY;0004000000159B00;3F195977;cat-bljy;LEGO_Jurassic_World_EUR_FRENCH_MULTi7_3DS-PUSSYCAT;526192640;940E;1;1
1860;Fire Emblem if - Anya Oukoku;Nintendo;JPN;ja;HR;16384;CTR-BFYJ;000400000012DD00;4C6C538E;hr-feifanya;Fire_Emblem_if_Anya_Oukoku_JPN_3DS-HR;1752526848;970J;1;1
1861;Fire Emblem if - Hakuya Oukoku;Nintendo;JPN;ja;HR;16384;CTR-BFXJ;000400000012DC00;8414B752;hr-feifbyakuya;Fire_Emblem_if_Byakuya_Oukoku_JPN_3DS-HR;1742528512;970J;1;1
1862;Garfield Kart;Ravens Court;EUR;en,fr,de,it,es;PUSSYCAT;1024;CTR-AGPP;0004000000168900;783DD00C;cat-agpp;Garfield_Kart_EUR_MULTi5_3DS-PUSSYCAT;114659328;940E;1;1
1863;Paddington Adventures In London;Anuman Interactive Microids;EUR;en,fr,de,it,es;PUSSYCAT;1024;CTR-BPLP;0004000000168E00;754E728C;cat-bplp;Paddington_Adventures_In_London_EUR_MULTi5_3DS-PUSSYCAT;120913920;950E;1;1
1864;Yakari - The Mystery Of Four Seasons;Teyon;EUR;en,fr,de,it,es;PUSSYCAT;2048;CTR-AYRP;0004000000168B00;CF098063;cat-ayrp;Yakari_The_Mystery_Of_Four_Seasons_EUR_MULTi5_3DS-PUSSYCAT;140431360;940E;1;1
1865;3D Gunstar Heroes;SEGA;JPN;ja;Caravan;1024;CTR-KGHJ;0004000000162600;266868E6;cvn-gshesp;3D_Gunstar_Heroes_eShop_3DS-Caravan;36265984;930J;4;2
1866;Mud Attack! Max Vs Dorodoro Seijin;Rainy Frog;JPN;ja;Caravan;1024;CTR-JMDJ;000400000016FD00;F8690E64;cvn-mamdesp;Mud_Attack_Max_vs_Dorodoro_Seijin_eShop_3DS-Caravan;15278080;930J;4;1
1867;Comic Workshop ;Collavier;EUR;en,fr;CONTRAST;1024;CTR-JWMP;0004000000148400;7275FE77;ctr-jwmp-1;ComicWorkshopv11EUReShop3DS-CONTRAST;122777600;900E;4;1
1868;Painting Workshop ;Collavier;EUR;en,fr;CONTRAST;1024;CTR-JEQP;0004000000149700;00F7C648;ctr-jeqp-1;PaintingWorkshopv11EUReShop3DS-CONTRAST;112136192;900E;4;1
1869;Comic Workshop 2;Collavier;EUR;en,fr;CONTRAST;1024;CTR-KW2P;0004000000166F00;6CAC4335;ctr-kw2p;ComicWorkshop2EUReShop3DS-CONTRAST;107999232;900E;4;1
1870;Samurai Defender;CIRCLE Entertainment;USA;en;PUSSYCAT;1024;CTR-JWXE;000400000016AC00;07291674;cat-jwxe;Samurai_Defender_USA_eShop_3DS-PUSSYCAT;47927296;900U;4;1
1871;Steamworld Dig;Image and Form;USA;en;PUSSYCAT;1024;CTR-JSTE;00040000000B7C00;638F3C49;cat-jste;Steamworld_Dig_USA_eShop_3DS-PUSSYCAT;44310528;900U;4;2
1872;OlliOlli;Curve Digital;USA;en,fr,es;PUSSYCAT;1024;CTR-KLLE;000400000015A400;B2E5FAC9;cat-klle;OlliOlli_USA_eShop_MULTi3_3DS-PUSSYCAT;69046272;720U;4;1
1873;I Love My Dogs;Big Ben Interactive;EUR;en,fr,de,it,es,nl;PUSSYCAT;1024;CTR-ALWP;0004000000167000;5D0E381E;cat-alwp;I_Love_My_Dogs_EUR_MULTi6_3DS-PUSSYCAT;118734848;940E;1;1
1874;I Love My Cats;Big Ben Interactive;EUR;en,fr,de,it,es,nl;PUSSYCAT;1024;CTR-ALKP;0004000000167100;1DDDFDC1;cat-alkp;I_Love_My_Cats_EUR_MULTi6_3DS-PUSSYCAT;118722560;940E;1;1
1875;Hikuosu;Nintendo;JPN;ja;Caravan;1024;CTR-JCAJ;0004000000068D00;8FA6B50D;cvn-jcaj;Hikuosu_JPN_eShop_3DS-Caravan;17833984;210J;4;1
1876;Hikuotsu;Nintendo;JPN;ja;Caravan;1024;CTR-JAUJ;00040000000AAD00;1CA45E57;cvn-jauj;Hikuotsu_JPN_eShop_3DS-Caravan;21082112;410J;4;1
1877;Kaitou Joker - Toki o Koeru Kaitou to Ushinawareta Houseki;Namco Bandai Games;JPN;ja;HR;2048;CTR-AKJJ;0004000000164E00;98859FAC;hr-kaijo;Kaitou_Joker_Toki_o_Koeru_Kaitou_to_Ushinawareta_Houseki_JPN_3DS-HR;195538944;950J;1;1
1878;Yo-kai Watch Busters - Akanekodan;Level 5;JPN;ja;Caravan;8192;CTR-BYAJ;000400000016C700;74A9C3A6;cvn-ywbakaneko;Youkai_Watch_Busters_Akanekodan_JPN_3DS-Caravan;938971136;950J;1;1
1879;Yo-kai Watch Busters - Shiroinutai;Level 5;JPN;ja;Caravan;8192;CTR-BYBJ;000400000016C600;7B56B8E3;cvn-ywbshiroinu;Youkai_Watch_Busters_Shiroinutai_JPN_3DS-Caravan;939159552;950J;1;1
1880;Gourmet Dream;Arc System Works;JPN;ja;Caravan;1024;CTR-KGDJ;0004000000164D00;CCD666BE;cvn-gmdesp;Gourmet_Dream_JPN_eShop_3DS-Caravan;41234432;900J;4;1
1881;Ping Pong Trick Shot;Starsign;JPN;ja;Caravan;1024;CTR-KP9J;0004000000152F00;C8793037;cvn-ptsesp;Ping_Pong_Trick_Shot_JPN_eShop_3DS-Caravan;15532032;700J;4;1
1882;Ping Pong Trick Shot 2;Starsign;JPN;ja;Caravan;1024;CTR-KPWJ;0004000000177200;2FE4ED11;cvn-pts2esp;Ping_Pong_Trick_Shot_2_JPN_eShop_3DS-Caravan;26742784;710J;4;1
1883;Fire Emblem if - Special Edition;Nintendo;JPN;ja;HR;16384;CTR-BFZJ;000400000012DE00;5CBCB0D9;hr-feifsp;Fire_Emblem_if_Special_Edition_JPN_3DS-HR;1855631360;970J;1;1
1884;Chou Tousouchuu Atsumare! Saikyou no Tousou Monotachi;Bandai Namco Games;JPN;ja;HR;1024;CTR-BTUJ;000400000016E200;4583F582;hr-chotoso;Chou_Tousouchuu_Atsumare_Saikyou_no_Tousousha-tachi_JPN_3DS-HR;322613248;950J;1;1
1885;The Smurfs;Ubisoft;EUR;en,fr,de,it,es,nl;ABSTRAKT;1024;CTR-BUSP;000400000015D300;03CD4D05;as-tsm;The_Smurfs_3DS-ABSTRAKT;127377408;810E;1;1
1886;Cube Creator 3D;Arc System Works;JPN;ja;Caravan;1024;CTR-KCCJ;0004000000173D00;C1F0FED6;cvn-cc3desp;Cube_Creator_3D_JPN_eShop_3DS-Caravan;21807104;720J;4;2
1887;Gyouretsu NageLoop;Nintendo;JPN;ja;Caravan;2048;CTR-JUEJ;0004000000092C00;6D0E91E2;cvn-juejesp;Gyouretsu_Nage_Loop_JPN_eShop_3DS-Caravan;173727744;300J;4;1
1888;LEGO Pirates of the Caribbean - The Video Game ;Disney Interactive Studios;EUR;en,fr,de,it,es,nl,da,sv,nb;PUSSYCAT;4096;CTR-APCP;0004000000045600;2D8FC444;cat-apcp;LEGO_Pirates_Of_The_Caribbean_The_Video_Game_v11_MULTi9_EUR_3DS-PUSSYCAT;431799296;110E;1;1
1889;LEGO Batman 3 - Beyond Gotham;Warner Bros Games;SPA;en,fr,de,it,es,nl,da;PUSSYCAT;4096;CTR-BTMX;000400000012AB00;9F540174;cat-btmx;LEGO_Batman_3_Beyond_Gotham_EUR_SPANISH_MULTi7_3DS-PUSSYCAT;459583488;720E;1;1
1890;LEGO The Hobbit;Warner Bros Games;SPA;en,fr,de,it,es,nl,da;PUSSYCAT;4096;CTR-BLHX;000400000011EB00;9C9BB86F;cat-blhx;LEGO_The_Hobbit_EUR_SPANISH_MULTi7_3DS-PUSSYCAT;503107584;620E;1;1
1891;Dai Gyakuten Saiban - Naruhodou Ryuunosuke no Bouken;Capcom;JPN;ja;HR;8192;CTR-BDGJ;000400000014AD00;4F6B55D9;hr-daigyakuten;Dai-Gyakuten_Saiban_Naruhodou_Ryuunosuke_no_Bouken_JPN_3DS-HR;725295104;950J;1;1
1892;Hello Kitty to Sanrio Characters - World Rock Tour;Bergsala Lightweight;JPN;ja;HR;4096;CTR-BKTJ;0004000000134200;3F530465;hr-hkrock;Hello_Kitty_to_Sanrio_Characters_World_Rock_Tour_JPN_3DS-HR;228450304;940J;1;1
1893;Lucky Luke and The Daltons;Anuman Interactive Microids;EUR;en,fr,de,it,es;ABSTRAKT;1024;CTR-ALJP;0004000000168A00;F2D471AE;as-lucky;Lucky_Luke_and_The_Daltons_3DS-ABSTRAKT;92717056;950E;1;1
1894;3D Sonic The Hedgehog 2;SEGA;JPN;ja;Caravan;1024;CTR-KSNJ;0004000000162700;985208AC;cvn-ksnjesp;3D_Sonic_The_Hedgehog_2_JPN_eShop_3DS-Caravan;35442688;930J;4;1
1895;Oh! Gattiman Kyuukyoku no Omega Chinpou to Momige 26;Kadokawa Shoten;JPN;ja;Caravan;1024;CTR-KG6J;0004000000176C00;59065802;cvn-kg6jesp;Oh_Gattiman_Kyuukyoku_no_Omega_Chinpou_to_Momige_26_JPN_eShop_3DS-Caravan;57663488;720J;4;1
1896;Etrian Odyssey 2 Untold - The Fafnir Knight;Atlus;USA;en;VENOM;8192;CTR-BM9E;000400000015F200;E6949E3F;v-eo2fk;Etrian_Odyssey_2_Untold_The_Fafnir_Knight_3DS-VENOM;973578240;940U;1;1
1897;Dasshutsu Adventure - Zetsubou Yousai;Rocket Company;JPN;ja;HR;1024;CTR-AZUJ;00040000000E9B00;8AEFF7CF;hr-yosai;Dasshutsu_Adventure_Zetsubou_Yousai_JPN_3DS-HR;107446272;620J;1;1
1898;Doubutsu no Mori - Happy Home Designer;Nintendo;JPN;ja;Caravan;8192;CTR-EDHJ;000400000014F000;5A9F5013;cvn-edhj;Doubutsu_no_Mori_Happy_Home_Designer_JPN_3DS-Caravan;522813440;980J;1;2
1899;Langrisser - Re - Incarnation Tensei;extreme Co,Ltd;JPN;ja;HR;8192;CTR-BRGJ;000400000015E700;0FF33DDC;hr-langri;Langrisser_Re_Incarnation_Tensei_JPN_3DS-HR;834424832;950J;1;1
1900;Corpse Party - Blood Covered - Repeated Fear;Mages;JPN;ja;HR;8192;CTR-BCPJ;000400000015D500;D2B8DF1B;hr-corpse;Corpse_Party_JPN_3DS-HR;917536768;950J;1;1
1901;Puchicon Magazine - Soukangou;SmileBoom;JPN;ja;Caravan;1024;CTR-KPNJ;000400000016F700;09C8156B;cvn-kpnj;Puchikon_Magajin_sokango_JPN_eShop_3DS-Caravan;24276992;960J;4;1
1902;Daigasso! Band Brothers P Debut;Nintendo;JPN;ja;Caravan;8192;CTR-KXSJ;0004000000141D00;33BA223A;cvn-kxsj;Daigasso_Band_Brothers_P_Debut_JPN_eShop_3DS-Caravan;564887552;720J;4;1
1903;Nobunaga no Yabou 2;Koei Tecmo Games;JPN;ja;HR;2048;CTR-BNYJ;0004000000170900;6B81C204;hr-nobunaga2;Nobunaga_no_Yabou_2_JPN_3DS-HR;273305600;960J;1;1
1904;Wannyan Dobutsu Byouin - Suteki na Juui-San ni Narou!;Nippon Columbia;JPN;ja;HR;4096;CTR-AWJJ;0004000000174900;6D8836B3;hr-wnb3;Wannyan_Doubutsu_Byouin_Suteki_na_Juui-san_ni_Narou_JPN_3DS-HR;479973376;950J;1;1
1905;Sangokushi 2;Koei Tecmo Games;JPN;ja;HR;4096;CTR-BSJJ;0004000000174D00;0DA3BBA3;hr-sangokushi2;Sangokushi_2_JPN_3DS-HR;488652800;960J;1;1
1906;Go! Princess PreCure Sugar Oukoku to 6-nin no Princess!;Bandai Namco Games;JPN;ja;HR;2048;CTR-BG5J;0004000000170300;C1DFF7AE;hr-gppc;Go_Princess_PreCure_Sugar_Oukoku_to_6-nin_no_Princess_JPN_3DS-HR;155615232;950J;1;1
1907;Hoppe-Chan - Punitto Shibotte Daibouken!;Nippon Columbia;JPN;ja;HR;2048;CTR-BH3J;0004000000170800;C35E7B80;hr-hoppebouken;Hoppechan_Punitto_Shibotte_Daibouken_JPN_3DS-HR;252911616;950J;1;1
1908;Nintendogs + Cats - French Bulldog and New Friends ;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;PUSSYCAT;4096;CTR-ADBP;0004000000031100;03242D4A;cat-adbp;Nintendogs_Plus_Cats_French_Bulldog_And_New_Friends_v12_EUR_MULTi8_3DS-PUSSYCAT;516275712;450E;1;1
1909;Ace Combat - Assault Horizon Legacy+;Bandai Namco Games;USA;en,fr,es;PUSSYCAT;8192;CTR-BCRE;000400000015C000;56A1B725;cat-bcre;Ace_Combat_Assault_Horizon_Legacy_Plus_USA_MULTi3_3DS-PUSSYCAT;768458752;810U;1;1
1910;Tetris ;Nintendo;EUR;en,fr,de,it,es,nl;CONTRAST;2048;CTR-ATLP;000400000004C100;5D9C4291;ctr-atlp-v1;Tetrisv01EUR3DS-CONTRAST;179685888;210E;1;1
1911;Bonbon Ribbon - Tokimeki Coord Kirakira Dance;Rocket Company;JPN;ja;HR;2048;CTR-AVRJ;0004000000174C00;AAF0E0D6;hr-bonbon;Bonbonribbon_Tokimeki_Coord_Kirakira_Dance_JPN_3DS-HR;225730560;950J;1;1
1912;Mario Kart 7 ;Nintendo;EUR;en,fr,de,it,es,nl,pt,ru;CONTRAST;1024;CTR-AMKP;0004000000030700;FB0BF30B;ctr-amkp-v1;MarioKart7v01READNFOEUR3DS-CONTRAST;706714112;300E;1;1
1913;Swords and Darkness;Arc System Works;USA;en;PUSSYCAT;1024;CTR-JSZE;0004000000146200;7A188D56;cat-jsze;Swords_And_Darkness_USA_eShop_3DS-PUSSYCAT;67477504;700U;4;1
1914;Ninja Usagimaru - The Gem of Blessings;Arc System Works;USA;en;PUSSYCAT;1024;CTR-JSPE;000400000015CA00;5662FE52;cat-jspe;Ninja_Usagimaru_The_Gem_Of_Blessings_USA_eShop_3DS-PUSSYCAT;86425600;720U;4;1
1915;Japanese Rail Sim 3D Journey in Suburbs 1;Sonic Powered;USA;en;PUSSYCAT;4096;CTR-ARJE;0004000000161900;87395866;cat-arje;Japanese_Rail_Sim_3D_Journey_In_Suburbs_1_USA_eShop_3DS-PUSSYCAT;408924160;720U;4;1
1916;Garfield Kart;Anuman Interactive;USA;en;ABSTRAKT;1024;CTR-AGPE;0004000000169800;ABD43AD1;as-gfku;Garfield_Kart_USA_3DS-ABSTRAKT;105611264;950U;1;1
1917;Paddington Adventures in London;Square Enix;USA;en;ABSTRAKT;1024;CTR-BPLE;000400000016B900;DAB0ED3D;as-pail;Paddington_Adventures_in_London_USA_3DS-ABSTRAKT;112775168;950U;1;1
1918;Gunman Clive;Horberg Productions;USA;en;PUSSYCAT;1024;CTR-JGCE;00040000000B8F00;D051D8B6;cat-jgce;Gunman_Clive_USA_eShop_3DS-PUSSYCAT;32333824;410U;4;1
1919;LEGO The Lord of the Rings;Warner Bros Games;SPA;en,fr,de,it,es,nl,da;PUSSYCAT;4096;CTR-ALAS;00040000000B5200;9B28C189;cat-alas;LEGO_The_Lord_Of_The_Rings_EUR_SPANISH_MULTi7_3DS-PUSSYCAT;495006208;410E;1;1
1920;3D Thunder Blade;SEGA;USA;en;CONTRAST;1024;CTR-JT7E;0004000000158C00;580FF268;ctr-jt7e;3DThunderBladeUSAeShop3DS-CONTRAST;9449472;900U;4;2
1921;Senran Kagura Burst;XSEED Games;USA;en;CONTRAST;16384;CTR-AVHE;00040000000ED100;CCEC21A7;ctr-avhe;SenranKaguraBurstUSAeShop3DS-CONTRAST;1825345536;300U;4;1
1922;Super Robot Taisen BX;Bandai Namco Games;JPN;ja;HR;16384;CTR-BSRJ;0004000000127900;FDE37F01;hr-srwbx;Super_Robot_Taisen_BX_JPN_3DS-HR;1589276672;970J;1;1
1923;Zombie Incident;CoderChild;USA;en;PUSSYCAT;1024;CTR-JUZE;000400000012E900;D272775B;cat-juze;Zombie_Incident_USA_eShop_3DS-PUSSYCAT;23797760;720U;4;1
1924;Robot Rescue 3D;Teyon;USA;en;PUSSYCAT;1024;CTR-JRQE;00040000000D0500;54B1FE82;cat-jrqe;Robot_Rescue_3D_USA_eShop_3DS-PUSSYCAT;34537472;410U;4;1
1925;LEGO Batman 3 - Beyond Gotham;Warner Bros Games;ITA;en,fr,de,it,es,nl,da;PUSSYCAT;4096;CTR-BTMV;0004000000140100;BBE1FAE3;cat-btmv;LEGO_Batman_3_Beyond_Gotham_EUR_ITALIAN_MULTi7_3DS-PUSSYCAT;459390976;720E;1;1
1926;LEGO Jurassic World;Warner Bros Games;ITA;en,fr,de,it,es,nl,da;PUSSYCAT;8192;CTR-BLJV;0004000000159D00;F6FBC4CC;cat-bljv;LEGO_Jurassic_World_EUR_ITALIAN_MULTi7_3DS-PUSSYCAT;525955072;940E;1;1
1927;LBX - Little Battlers eXperience;Nintendo;USA;en;VENOM;16384;CTR-ADNE;0004000000147100;6A72E541;v-lbx;LBX_Little_Battlers_eXperience_3DS-VENOM;1936355328;980U;1;1
